date,pm25,pm10,no2,so2,co,o3,aqi,aqi_class,aqi_7d_avg,year,month,season
2022-07-05,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-06,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-07,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-08,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-09,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-10,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-11,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-12,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-13,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-14,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-15,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-16,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-17,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-18,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-19,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-20,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-21,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-22,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-23,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-24,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-25,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-26,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-27,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-28,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-29,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-30,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-07-31,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,7,Southwest Monsoon
2022-08-01,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,8,Southwest Monsoon
2022-08-02,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,8,Southwest Monsoon
2022-08-03,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,8,Southwest Monsoon
2022-08-04,10.647368421052631,15.242105263157896,17.910526315789475,4.484210526315789,0.2888947368421052,44.05263157894737,15.263157894736842,Good,15.3,2022,8,Southwest Monsoon
2022-08-05,4.295833333333333,6.1375,10.245833333333334,2.0416666666666665,0.1707499999999999,37.79166666666666,15.263157894736842,Good,15.3,2022,8,Southwest Monsoon
2022-08-06,4.9875,7.133333333333333,10.641666666666667,1.8958333333333333,0.171625,38.208333333333336,15.25,Good,15.3,2022,8,Southwest Monsoon
2022-08-07,5.420833333333333,7.783333333333334,11.345833333333331,2.0125,0.1759166666666667,37.458333333333336,15.0,Good,15.2,2022,8,Southwest Monsoon
2022-08-08,3.945833333333333,5.720833333333334,7.016666666666667,1.9125,0.1456666666666666,43.5,17.458333333333332,Good,15.5,2022,8,Southwest Monsoon
2022-08-09,4.504166666666666,6.8875,6.2250000000000005,2.0541666666666667,0.1455,45.125,18.125,Good,15.9,2022,8,Southwest Monsoon
2022-08-10,5.4,8.529166666666667,6.195833333333333,2.020833333333333,0.1486666666666666,43.458333333333336,17.333333333333332,Good,16.2,2022,8,Southwest Monsoon
2022-08-11,5.1000000000000005,7.808333333333334,6.383333333333333,2.083333333333333,0.1425,39.833333333333336,16.25,Good,16.4,2022,8,Southwest Monsoon
2022-08-12,5.579166666666667,8.295833333333333,8.35,2.1333333333333333,0.1542083333333333,34.625,14.416666666666666,Good,16.3,2022,8,Southwest Monsoon
2022-08-13,6.879166666666666,10.425,8.379166666666666,2.4250000000000003,0.1615416666666666,36.583333333333336,15.75,Good,16.3,2022,8,Southwest Monsoon
2022-08-14,9.4875,14.45,12.720833333333331,2.8041666666666667,0.20475,33.333333333333336,17.0,Good,16.6,2022,8,Southwest Monsoon
2022-08-15,11.3375,17.5,17.220833333333335,3.325,0.2613749999999999,31.70833333333333,21.0,Good,17.1,2022,8,Southwest Monsoon
2022-08-16,17.7,27.96666666666667,21.450000000000003,4.433333333333334,0.3643749999999999,36.833333333333336,30.25,Good,18.9,2022,8,Southwest Monsoon
2022-08-17,23.820833333333336,36.60416666666666,23.29583333333333,6.345833333333334,0.4816666666666667,32.083333333333336,51.125,Moderate,23.7,2022,8,Southwest Monsoon
2022-08-18,13.8125,23.245833333333334,14.4375,3.454166666666667,0.2470416666666667,34.708333333333336,34.625,Good,26.3,2022,8,Southwest Monsoon
2022-08-19,11.758333333333333,18.695833333333333,13.145833333333334,3.1291666666666664,0.2225416666666666,33.458333333333336,25.416666666666668,Good,27.9,2022,8,Southwest Monsoon
2022-08-20,9.570833333333333,15.279166666666669,10.854166666666666,3.1291666666666664,0.1934166666666666,33.375,22.291666666666668,Good,28.8,2022,8,Southwest Monsoon
2022-08-21,7.337499999999999,10.783333333333331,9.908333333333331,2.8625000000000003,0.1778333333333333,29.375,17.166666666666668,Good,28.8,2022,8,Southwest Monsoon
2022-08-22,6.5,9.583333333333334,9.129166666666666,2.7,0.1644583333333333,31.0,15.75,Good,28.1,2022,8,Southwest Monsoon
2022-08-23,6.816666666666666,10.0375,10.991666666666667,2.954166666666667,0.184875,33.458333333333336,14.833333333333334,Good,25.9,2022,8,Southwest Monsoon
2022-08-24,8.8875,13.266666666666666,14.379166666666668,2.9125,0.2190833333333333,28.5,15.833333333333334,Good,20.8,2022,8,Southwest Monsoon
2022-08-25,8.875,13.470833333333331,13.070833333333333,2.4541666666666666,0.2130416666666666,35.166666666666664,19.08333333333333,Good,18.6,2022,8,Southwest Monsoon
2022-08-26,13.670833333333334,20.870833333333334,19.308333333333334,3.1916666666666664,0.3286666666666666,33.0,21.541666666666668,Good,18.1,2022,8,Southwest Monsoon
2022-08-27,13.729166666666666,19.9875,19.229166666666668,3.4291666666666667,0.2999583333333333,40.083333333333336,30.416666666666668,Good,19.2,2022,8,Southwest Monsoon
2022-08-28,13.141666666666666,19.620833333333334,18.7375,3.3000000000000003,0.2986666666666667,38.29166666666666,24.916666666666668,Good,20.3,2022,8,Southwest Monsoon
2022-08-29,20.816666666666663,30.2125,26.791666666666668,4.170833333333333,0.4275,45.16666666666666,34.833333333333336,Good,23.1,2022,8,Southwest Monsoon
2022-08-30,21.9625,31.6375,23.445833333333336,4.220833333333333,0.3748333333333333,57.66666666666666,53.333333333333336,Moderate,28.6,2022,8,Southwest Monsoon
2022-08-31,17.991666666666667,25.99166666666667,18.466666666666665,5.879166666666666,0.3084583333333333,51.79166666666666,37.0,Good,31.6,2022,8,Southwest Monsoon
2022-09-01,31.58333333333333,45.5,29.379166666666663,8.4,0.5027916666666666,39.75,55.16666666666666,Moderate,36.7,2022,9,Southwest Monsoon
2022-09-02,23.5125,33.7,25.9625,7.654166666666666,0.4238333333333333,54.833333333333336,63.0,Moderate,42.7,2022,9,Southwest Monsoon
2022-09-03,27.691666666666663,39.65833333333333,30.304166666666664,7.1000000000000005,0.4910416666666666,61.083333333333336,59.125,Moderate,46.8,2022,9,Southwest Monsoon
2022-09-04,20.079166666666666,28.7375,24.929166666666664,4.195833333333334,0.3930416666666667,56.25,49.708333333333336,Good,50.3,2022,9,Southwest Monsoon
2022-09-05,19.8375,28.370833333333334,25.0375,4.675,0.3911666666666666,61.41666666666666,42.04166666666666,Good,51.3,2022,9,Southwest Monsoon
2022-09-06,15.245833333333332,21.820833333333336,18.85,3.8708333333333336,0.3270416666666667,60.79166666666666,37.54166666666666,Good,49.1,2022,9,Southwest Monsoon
2022-09-07,8.291666666666666,11.891666666666666,12.258333333333333,3.1791666666666667,0.226875,41.54166666666666,25.25,Good,47.4,2022,9,Southwest Monsoon
2022-09-08,7.045833333333333,10.1,11.866666666666667,2.75,0.2029999999999999,34.625,17.0,Good,42.0,2022,9,Southwest Monsoon
2022-09-09,5.991666666666667,8.549999999999999,9.3125,3.0041666666666664,0.184625,42.958333333333336,17.291666666666668,Good,35.4,2022,9,Southwest Monsoon
2022-09-10,4.883333333333334,7.029166666666666,7.883333333333333,2.6916666666666664,0.1729583333333333,43.625,17.541666666666668,Good,29.5,2022,9,Southwest Monsoon
2022-09-11,4.85,7.120833333333334,7.054166666666667,2.5125,0.168125,42.29166666666666,16.916666666666668,Good,24.8,2022,9,Southwest Monsoon
2022-09-12,5.375,7.983333333333333,8.579166666666667,2.7583333333333333,0.1758333333333333,40.0,16.0,Good,21.1,2022,9,Southwest Monsoon
2022-09-13,7.966666666666666,11.9375,12.35,3.3375,0.2160416666666666,36.958333333333336,17.083333333333332,Good,18.2,2022,9,Southwest Monsoon
2022-09-14,9.958333333333334,14.579166666666666,14.429166666666667,3.325,0.2296666666666666,32.958333333333336,19.291666666666668,Good,17.3,2022,9,Southwest Monsoon
2022-09-15,11.441666666666668,17.533333333333335,15.791666666666666,3.3166666666666664,0.2520833333333333,33.583333333333336,23.45833333333333,Good,18.2,2022,9,Southwest Monsoon
2022-09-16,11.229166666666666,16.691666666666666,15.4625,3.1750000000000003,0.2579583333333333,36.125,23.0,Good,19.0,2022,9,Southwest Monsoon
2022-09-17,12.3875,18.254166666666663,17.691666666666666,3.6,0.2949583333333333,36.875,25.541666666666668,Good,20.2,2022,9,Southwest Monsoon
2022-09-18,11.495833333333332,16.8875,16.491666666666667,3.483333333333333,0.2751666666666666,38.79166666666666,25.041666666666668,Good,21.3,2022,9,Southwest Monsoon
2022-09-19,13.158333333333331,19.92083333333333,16.212500000000002,3.25,0.2641666666666666,38.375,26.166666666666668,Good,22.8,2022,9,Southwest Monsoon
2022-09-20,14.391666666666666,21.991666666666664,16.829166666666666,3.1875,0.27025,37.54166666666666,27.375,Good,24.3,2022,9,Southwest Monsoon
2022-09-21,18.004166666666666,27.229166666666668,20.6,3.6375,0.3818333333333333,34.541666666666664,31.25,Good,26.0,2022,9,Southwest Monsoon
2022-09-22,20.054166666666667,30.53333333333333,24.29583333333333,3.954166666666667,0.450625,39.708333333333336,39.79166666666666,Good,28.3,2022,9,Southwest Monsoon
2022-09-23,17.4375,26.42083333333333,21.629166666666663,3.720833333333333,0.3471666666666666,43.375,40.708333333333336,Good,30.8,2022,9,Southwest Monsoon
2022-09-24,12.5375,18.554166666666667,18.65,3.216666666666667,0.2725416666666667,36.375,28.45833333333333,Good,31.3,2022,9,Southwest Monsoon
2022-09-25,15.329166666666666,22.883333333333336,22.15,3.475,0.3445416666666667,36.66666666666666,28.416666666666668,Good,31.7,2022,9,Southwest Monsoon
2022-09-26,22.02916666666667,32.59583333333333,26.354166666666668,5.029166666666667,0.4746666666666666,44.833333333333336,37.16666666666666,Good,33.3,2022,9,Southwest Monsoon
2022-09-27,22.95,33.3875,32.0875,5.175,0.5337916666666667,40.125,58.25,Moderate,37.7,2022,9,Southwest Monsoon
2022-09-28,20.666666666666668,30.2,27.433333333333334,4.479166666666667,0.4465,47.375,41.91666666666666,Good,39.2,2022,9,Southwest Monsoon
2022-09-29,17.616666666666667,25.641666666666666,25.275,4.591666666666667,0.4724166666666667,37.25,37.208333333333336,Good,38.9,2022,9,Southwest Monsoon
2022-09-30,13.745833333333332,19.9375,19.6875,3.3708333333333336,0.3158333333333333,38.625,35.916666666666664,Good,38.2,2022,9,Southwest Monsoon
2022-10-01,8.575000000000001,12.266666666666666,14.233333333333334,2.4625,0.2228333333333333,35.5,20.70833333333333,Good,37.1,2022,10,Post-Monsoon
2022-10-02,14.016666666666666,20.15833333333333,16.6125,3.0125,0.2725833333333333,50.29166666666666,23.33333333333333,Good,36.4,2022,10,Post-Monsoon
2022-10-03,18.775,27.291666666666668,17.991666666666667,3.3625000000000003,0.2833333333333333,49.54166666666666,33.291666666666664,Good,35.8,2022,10,Post-Monsoon
2022-10-04,23.3375,34.09166666666667,22.8,4.070833333333334,0.3429583333333333,54.25,46.0,Good,34.1,2022,10,Post-Monsoon
2022-10-05,24.241666666666664,35.225,20.570833333333333,4.15,0.3273333333333333,66.04166666666667,58.708333333333336,Moderate,36.5,2022,10,Post-Monsoon
2022-10-06,20.0625,29.004166666666663,20.85833333333333,3.595833333333333,0.3348333333333333,54.79166666666666,49.25,Good,38.2,2022,10,Post-Monsoon
2022-10-07,16.745833333333334,25.004166666666663,19.729166666666668,4.491666666666666,0.2959583333333333,47.41666666666666,37.375,Good,38.4,2022,10,Post-Monsoon
2022-10-08,18.375,26.875,24.83333333333333,5.05,0.4375,37.91666666666666,32.083333333333336,Good,40.0,2022,10,Post-Monsoon
2022-10-09,24.27916666666667,35.22083333333333,32.958333333333336,5.9750000000000005,0.4853333333333333,38.375,54.29166666666666,Moderate,44.4,2022,10,Post-Monsoon
2022-10-10,21.0,30.09166666666667,27.73333333333333,5.7875000000000005,0.422,46.333333333333336,46.41666666666666,Good,46.3,2022,10,Post-Monsoon
2022-10-11,19.633333333333333,28.075,24.59583333333333,6.683333333333334,0.4300833333333333,65.45833333333333,42.458333333333336,Good,45.8,2022,10,Post-Monsoon
2022-10-12,28.329166666666666,40.71666666666667,33.550000000000004,6.075,0.525125,57.458333333333336,59.04166666666666,Moderate,45.8,2022,10,Post-Monsoon
2022-10-13,23.7375,34.050000000000004,29.441666666666663,4.8125,0.4575,54.375,56.083333333333336,Moderate,46.8,2022,10,Post-Monsoon
2022-10-14,20.741666666666667,29.691666666666663,28.40833333333333,5.025,0.441,61.583333333333336,52.54166666666666,Moderate,49.0,2022,10,Post-Monsoon
2022-10-15,15.15,21.67083333333333,24.0,4.3375,0.3716666666666666,54.875,35.25,Good,49.4,2022,10,Post-Monsoon
2022-10-16,17.245833333333334,24.729166666666668,24.02083333333333,5.425,0.3512083333333333,55.875,33.541666666666664,Good,46.5,2022,10,Post-Monsoon
2022-10-17,16.025000000000002,23.104166666666668,21.245833333333334,4.845833333333333,0.3194166666666667,52.0,34.416666666666664,Good,44.8,2022,10,Post-Monsoon
2022-10-18,19.370833333333334,27.89583333333333,24.104166666666668,6.883333333333333,0.366625,55.083333333333336,34.875,Good,43.7,2022,10,Post-Monsoon
2022-10-19,26.004166666666663,37.325,32.766666666666666,5.704166666666667,0.5145833333333333,50.875,57.29166666666666,Moderate,43.4,2022,10,Post-Monsoon
2022-10-20,22.804166666666664,33.233333333333334,29.8875,5.404166666666666,0.4981666666666666,56.125,52.41666666666666,Moderate,42.9,2022,10,Post-Monsoon
2022-10-21,16.566666666666666,24.5125,24.008333333333336,4.3125,0.4174583333333333,50.5,38.5,Good,40.9,2022,10,Post-Monsoon
2022-10-22,30.9375,45.2375,32.9125,6.2,0.5787916666666667,65.08333333333333,52.833333333333336,Moderate,43.4,2022,10,Post-Monsoon
2022-10-23,35.020833333333336,50.35,35.729166666666664,11.475,0.6180416666666667,72.625,67.5,Moderate,48.3,2022,10,Post-Monsoon
2022-10-24,32.32083333333333,46.62083333333334,30.4125,10.879166666666665,0.52225,78.20833333333333,65.5,Moderate,52.7,2022,10,Post-Monsoon
2022-10-25,33.28333333333333,47.9,34.63333333333333,11.054166666666667,0.5518333333333333,80.625,65.75,Moderate,57.1,2022,10,Post-Monsoon
2022-10-26,42.85416666666666,61.79583333333333,27.0625,14.408333333333331,0.5147916666666666,84.47916666666666,69.41666666666667,Moderate,58.8,2022,10,Post-Monsoon
2022-10-27,28.258333333333336,41.325,18.491666666666667,12.554166666666667,0.3997083333333333,88.33333333333333,70.91666666666667,Moderate,61.5,2022,10,Post-Monsoon
2022-10-28,21.3625,33.300000000000004,12.545833333333334,8.5875,0.3259583333333333,83.16666666666667,56.04166666666666,Moderate,64.0,2022,10,Post-Monsoon
2022-10-29,17.3,26.47083333333333,15.270833333333334,5.2875000000000005,0.3327083333333333,82.75,41.75,Good,62.4,2022,10,Post-Monsoon
2022-10-30,24.070833333333336,36.329166666666666,19.654166666666665,5.845833333333334,0.3960833333333333,88.33333333333333,44.958333333333336,Good,59.2,2022,10,Post-Monsoon
2022-10-31,37.59166666666667,55.625,22.566666666666663,12.125,0.4644999999999999,88.20833333333333,66.25,Moderate,59.3,2022,10,Post-Monsoon
2022-11-01,18.5875,26.666666666666668,22.96666666666667,5.9625,0.368625,51.208333333333336,60.0,Moderate,58.5,2022,11,Post-Monsoon
2022-11-02,14.733333333333334,21.370833333333334,19.075,5.7875000000000005,0.3905833333333333,50.16666666666666,32.375,Good,53.2,2022,11,Post-Monsoon
2022-11-03,16.325,23.78333333333333,18.275,6.1000000000000005,0.3877083333333333,55.833333333333336,31.33333333333333,Good,47.5,2022,11,Post-Monsoon
2022-11-04,12.891666666666666,19.179166666666667,13.95,3.6875,0.316625,56.875,30.0,Good,43.8,2022,11,Post-Monsoon
2022-11-05,14.020833333333334,21.366666666666664,13.991666666666667,5.3125,0.3289583333333333,59.79166666666666,28.70833333333333,Good,41.9,2022,11,Post-Monsoon
2022-11-06,22.695833333333336,35.19166666666667,15.270833333333334,4.708333333333333,0.3825,77.5,38.79166666666666,Good,41.1,2022,11,Post-Monsoon
2022-11-07,30.354166666666668,45.9375,25.825,6.7,0.465875,74.79166666666667,61.16666666666666,Moderate,40.3,2022,11,Post-Monsoon
2022-11-08,29.5875,44.675,23.67083333333333,5.7250000000000005,0.4520416666666667,66.0,64.45833333333333,Moderate,41.0,2022,11,Post-Monsoon
2022-11-09,34.80833333333333,51.62916666666666,24.73333333333333,6.116666666666667,0.4533333333333333,75.5,65.375,Moderate,45.7,2022,11,Post-Monsoon
2022-11-10,24.258333333333336,36.42083333333333,14.395833333333334,5.554166666666667,0.3726666666666667,83.54166666666667,65.5,Moderate,50.6,2022,11,Post-Monsoon
2022-11-11,33.079166666666666,49.65416666666667,15.495833333333332,7.354166666666667,0.417,81.04166666666667,55.75,Moderate,54.2,2022,11,Post-Monsoon
2022-11-12,14.333333333333334,20.8125,12.966666666666669,5.029166666666667,0.33,78.54166666666667,53.583333333333336,Moderate,57.8,2022,11,Post-Monsoon
2022-11-13,8.174999999999999,11.733333333333334,14.866666666666667,3.1625,0.3009583333333333,42.375,21.75,Good,55.4,2022,11,Post-Monsoon
2022-11-14,12.525,18.579166666666666,16.520833333333332,3.4333333333333336,0.3448333333333333,51.583333333333336,23.291666666666668,Good,50.0,2022,11,Post-Monsoon
2022-11-15,24.1875,36.1375,26.004166666666663,4.770833333333333,0.5156666666666666,63.04166666666666,39.16666666666666,Good,46.3,2022,11,Post-Monsoon
2022-11-16,38.25416666666667,55.76666666666667,28.79583333333333,6.558333333333334,0.5347916666666667,74.95833333333333,64.41666666666667,Moderate,46.2,2022,11,Post-Monsoon
2022-11-17,46.23333333333333,66.87916666666666,37.50416666666667,11.825,0.6172083333333334,75.20833333333333,74.83333333333333,Moderate,47.5,2022,11,Post-Monsoon
2022-11-18,42.00833333333333,60.77916666666667,40.24166666666667,10.470833333333331,0.6774583333333334,70.41666666666667,74.95833333333333,Moderate,50.3,2022,11,Post-Monsoon
2022-11-19,38.6375,55.6,20.53333333333333,16.1375,0.4536666666666666,76.94444444444444,71.625,Moderate,52.9,2022,11,Post-Monsoon
2022-11-20,42.9875,62.40416666666667,19.383333333333333,16.845833333333335,0.4505416666666667,83.47222222222223,72.29166666666667,Moderate,60.1,2022,11,Post-Monsoon
2022-11-21,41.19166666666667,59.25,17.4375,17.054166666666667,0.419375,90.0,76.33333333333333,Moderate,67.7,2022,11,Post-Monsoon
2022-11-22,22.541666666666668,32.7125,23.0125,7.429166666666667,0.4224166666666666,53.79166666666666,59.208333333333336,Moderate,70.5,2022,11,Post-Monsoon
2022-11-23,30.65833333333333,44.22083333333333,33.333333333333336,6.566666666666666,0.6081666666666666,35.75,63.29166666666666,Moderate,70.4,2022,11,Post-Monsoon
2022-11-24,24.925,35.975,23.15833333333333,6.141666666666667,0.4765416666666666,67.79166666666667,60.91666666666666,Moderate,68.4,2022,11,Post-Monsoon
2022-11-25,18.525,27.191666666666663,16.854166666666668,3.875,0.3585416666666667,64.58333333333333,44.375,Good,64.0,2022,11,Post-Monsoon
2022-11-26,20.829166666666666,31.02916666666667,20.9375,8.054166666666667,0.3755,50.625,40.0,Good,59.5,2022,11,Post-Monsoon
2022-11-27,28.4875,41.84166666666667,19.954166666666666,5.541666666666667,0.4192499999999999,69.79166666666667,53.875,Moderate,56.9,2022,11,Post-Monsoon
2022-11-28,41.35,59.99166666666667,25.879166666666663,5.925,0.521875,81.83333333333333,66.83333333333333,Moderate,55.5,2022,11,Post-Monsoon
2022-11-29,51.87916666666666,75.8625,21.92083333333333,8.4125,0.503375,85.0,79.04166666666667,Moderate,58.3,2022,11,Post-Monsoon
2022-11-30,36.275,54.5,24.45,8.454166666666667,0.4645833333333333,88.16666666666667,75.58333333333333,Moderate,60.1,2022,11,Post-Monsoon
2022-12-01,29.991666666666664,45.75,23.78333333333333,5.529166666666666,0.4791666666666667,66.33333333333333,67.45833333333333,Moderate,61.0,2022,12,Winter
2022-12-02,18.729166666666668,28.291666666666668,19.695833333333333,5.65,0.4007916666666666,57.29166666666666,52.083333333333336,Moderate,62.1,2022,12,Winter
2022-12-03,11.8375,17.416666666666668,15.683333333333332,3.733333333333333,0.29575,46.91666666666666,29.166666666666668,Good,60.6,2022,12,Winter
2022-12-04,19.041666666666668,29.8875,14.666666666666666,4.091666666666667,0.379875,73.70833333333333,34.041666666666664,Good,57.7,2022,12,Winter
2022-12-05,34.645833333333336,51.7625,19.991666666666667,6.691666666666666,0.4906666666666666,88.70833333333333,56.04166666666666,Moderate,56.2,2022,12,Winter
2022-12-06,38.87916666666667,58.1375,20.8875,5.8875,0.503625,78.875,69.5,Moderate,54.8,2022,12,Winter
2022-12-07,47.97083333333333,69.6875,29.15416666666667,11.2,0.5527916666666667,81.04166666666667,75.83333333333333,Moderate,54.9,2022,12,Winter
2022-12-08,40.57083333333333,58.575,18.79583333333333,12.5625,0.4008333333333333,89.58333333333333,75.08333333333333,Moderate,56.0,2022,12,Winter
2022-12-09,29.5375,42.8,13.658333333333331,12.4125,0.3530833333333333,79.10416666666666,69.0,Moderate,58.4,2022,12,Winter
2022-12-10,13.8875,19.85833333333333,15.833333333333334,7.270833333333333,0.380875,68.625,43.29166666666666,Good,60.4,2022,12,Winter
2022-12-11,16.1875,23.241666666666664,22.40833333333333,8.454166666666667,0.4789583333333334,56.25,27.95833333333333,Good,59.5,2022,12,Winter
2022-12-12,13.954166666666666,20.125,15.245833333333332,4.970833333333333,0.3724583333333333,75.79166666666667,33.708333333333336,Good,56.3,2022,12,Winter
2022-12-13,8.516666666666667,12.1875,10.3375,5.1000000000000005,0.2740833333333333,52.125,25.95833333333333,Good,50.1,2022,12,Winter
2022-12-14,0.7708333333333334,1.1125,11.906944444444445,0.7333333333333334,0.0590416666666666,27.0,11.708333333333334,Good,41.0,2022,12,Winter
2022-12-15,0.7000000000000001,0.9916666666666668,13.47638888888889,0.2875,0.0622916666666666,33.416666666666664,13.416666666666666,Good,32.1,2022,12,Winter
2022-12-16,16.275000000000002,23.9625,15.045833333333334,9.391666666666667,0.2848333333333333,52.54166666666666,22.95833333333333,Good,25.6,2022,12,Winter
2022-12-17,31.2,46.44166666666666,21.195833333333333,12.508333333333333,0.4295416666666666,77.125,55.625,Moderate,27.3,2022,12,Winter
2022-12-18,42.6875,62.95416666666667,18.370833333333334,8.658333333333333,0.44325,83.33333333333333,69.66666666666667,Moderate,33.3,2022,12,Winter
2022-12-19,29.65833333333333,45.44583333333333,17.670833333333334,6.941666666666666,0.3893333333333333,86.04166666666667,68.16666666666667,Moderate,38.2,2022,12,Winter
2022-12-20,27.40833333333333,41.60416666666666,19.829166666666666,5.629166666666666,0.422125,64.25,64.375,Moderate,43.7,2022,12,Winter
2022-12-21,23.98333333333333,36.00416666666667,22.47083333333333,6.291666666666667,0.399375,65.125,60.833333333333336,Moderate,50.7,2022,12,Winter
2022-12-22,31.3875,47.72083333333333,18.6125,10.420833333333333,0.4242916666666667,77.125,55.16666666666666,Moderate,56.7,2022,12,Winter
2022-12-23,40.49583333333333,61.50416666666666,13.5375,15.5375,0.4504166666666667,73.63888888888889,71.66666666666667,Moderate,63.6,2022,12,Winter
2022-12-24,40.82083333333333,62.30416666666667,13.4,17.2625,0.4367916666666667,70.15277777777779,70.625,Moderate,65.8,2022,12,Winter
2022-12-25,21.179166666666667,31.27083333333333,11.545833333333334,7.529166666666666,0.3715416666666666,66.66666666666667,68.08333333333333,Moderate,65.6,2022,12,Winter
2022-12-26,7.670833333333333,11.091666666666669,11.695833333333333,5.645833333333333,0.2874583333333333,52.208333333333336,24.875,Good,59.4,2022,12,Winter
2022-12-27,11.558333333333332,16.9375,16.929166666666667,5.266666666666667,0.3192916666666667,46.66666666666666,22.625,Good,53.4,2022,12,Winter
2022-12-28,15.15,22.4125,19.29583333333333,4.479166666666667,0.361125,47.833333333333336,28.125,Good,48.7,2022,12,Winter
