date,temp_nasa,rh_nasa,wind_nasa,solar_nasa
2024-10-17,23.47,89.62,3.11,4.0884
2024-10-18,22.53,83.82,3.04,4.9718
2024-10-19,22.6,89.99,2.44,2.9042
2024-10-20,23.21,85.94,1.64,4.5046
2024-10-21,23.65,86.16,2.21,4.8816
2024-10-22,23.84,83.77,1.05,4.3874
2024-10-23,23.74,83.77,1.54,4.6678
2024-10-24,22.95,86.25,1.05,3.5054
2024-10-25,23.01,81.46,2.06,4.8254
2024-10-26,22.06,79.41,2.87,5.1511
2024-10-27,21.66,85.42,2.8,5.1168
2024-10-28,22.47,80.11,1.9,5.4137
2024-10-29,23.55,79.61,1.65,5.5471
2024-10-30,23.84,81.77,1.0,4.847
2024-10-31,23.12,88.36,2.0,3.9732
2024-11-01,23.33,86.25,2.21,4.3807
2024-11-02,23.07,83.78,2.9,4.7278
2024-11-03,22.74,84.06,3.1,4.8874
2024-11-04,22.55,84.22,3.41,4.3234
2024-11-05,21.81,81.66,2.82,5.1254
2024-11-06,22.01,81.61,2.96,5.4125
2024-11-07,22.89,85.4,3.29,2.7823
2024-11-08,22.66,83.48,3.8,5.0659
2024-11-09,21.87,83.65,3.81,5.4214
2024-11-10,21.25,81.78,3.04,5.6383
2024-11-11,20.97,80.24,3.15,5.3556
2024-11-12,21.46,84.57,3.12,1.9169
2024-11-13,22.54,86.86,4.07,3.4414
2024-11-14,22.68,86.35,3.55,2.9657
2024-11-15,22.42,88.31,3.3,3.311
2024-11-16,22.39,87.44,3.73,3.7214
2024-11-17,22.3,84.27,3.75,3.5208
2024-11-18,22.42,83.73,3.93,4.2521
2024-11-19,22.1,81.83,3.73,4.3337
2024-11-20,21.33,80.95,3.17,4.0932
2024-11-21,21.3,75.73,2.39,4.4086
2024-11-22,20.88,80.05,2.55,5.4562
2024-11-23,20.95,76.81,2.29,4.3925
2024-11-24,21.82,78.74,2.79,4.566
2024-11-25,20.5,80.35,3.4,4.3817
2024-11-26,20.5,87.3,3.88,3.1366
2024-11-27,21.49,81.47,4.68,3.4195
2024-11-28,21.08,73.07,4.91,4.8746
2024-11-29,20.94,85.17,4.92,3.5347
2024-11-30,22.04,87.94,5.84,1.3514
2024-12-01,21.37,93.28,6.35,0.9924
2024-12-02,21.68,95.42,5.86,1.213
2024-12-03,22.75,91.01,5.04,3.2275
2024-12-04,22.53,86.65,3.86,4.4119
2024-12-05,22.52,86.26,2.99,4.3198
2024-12-06,22.22,82.87,2.27,5.4386
2024-12-07,22.4,85.31,2.51,5.0366
2024-12-08,22.03,82.86,2.81,5.2618
2024-12-09,22.14,84.98,2.35,4.805
2024-12-10,22.28,83.87,2.77,4.535
2024-12-11,22.12,84.0,3.92,3.2054
2024-12-12,21.01,91.45,3.93,1.8175
2024-12-13,20.92,88.31,4.36,2.0753
2024-12-14,20.81,82.59,4.15,3.869
2024-12-15,18.63,81.78,3.75,5.6213
2024-12-16,17.56,77.23,3.09,5.6208
2024-12-17,19.9,79.26,2.18,4.4935
2024-12-18,21.07,85.17,3.0,3.954
2024-12-19,22.74,84.57,2.77,3.5623
2024-12-20,22.74,84.16,2.45,4.1674
2024-12-21,23.63,77.28,1.61,4.5797
2024-12-22,22.65,77.5,1.75,3.9756
2024-12-23,21.99,79.4,2.24,3.8666
2024-12-24,21.75,75.83,1.59,4.3836
2024-12-25,21.8,80.79,2.71,3.1099
2024-12-26,22.36,83.8,4.28,2.3743
2024-12-27,21.66,84.3,5.07,3.5131
2024-12-28,20.88,79.38,4.18,4.5278
2024-12-29,20.86,78.6,3.78,5.6102
2024-12-30,21.2,75.5,4.86,3.4978
2024-12-31,20.78,75.91,4.55,5.7787
